Route,Airline,Plane,Stops
AHU?BPX,QK,A380,0
TTU?MVZ,DL,M90,0
TNG?CKG,RW,757,0
ZIG?MAU,AB,B737,0
CSK?LTO,FX,B772,0
KLC?MEM,GB,B736,0
DKR?FUK,PR,A320,0
XLS?STA,EK,C-99,0
BXE?WDR,A8,A388,0
KGG?SMI,CM,A300,0
TUD?BLG,4O,B762,0
AEO?NZL,TZ,B772,0
TIY?MZB,VX,B789,0
KFA?DLD,NZ,CRJ9,0
EMN?CPH,AY,MD-88,0
KED?SDB,CX,747,0
NKC?TEX,BR,EMB,0
SEY?PRG,FX,B764,0
ATR?HOF,NK,IL-96,0
NDB?PEM,EK,MD11,0
FIG?XVS,EK,PA-31,0
FAA?TRR,US,B738,0
LEK?SZT,AF,B742,0
SID?GAE,CA,EMB,0
BVC?EJN,CI,CRJ7,0
MMO?TBH,GB,A333,0
SNE?YUX,SK,MD11,0
VXE?FYT,XJ,B788,0
ADD?GLV,EY,B748,0
AMH?BUU,CK,A343,0
AXU?RCY,EK,B788,0
BJR?IXC,2Q,L1011,0
DIR?SVW,DL,L1011,0
GMB?YRO,SK,A332,0
GDQ?GIR,XP,DC10,0
JIM?ULP,MX,B772,0
LLI?CDC,WS,SA-227,0
MQX?MRX,GB,A340,0
ASO?PFR,CK,A124,0
BJM?BSA,BF,IL-62,0
HGA?KIM,VS,A300,0
BBO?LFQ,QX,A300,0
KMU?IKI,JL,757,0
ALY?TAI,AB,A124,0
ABS?TIK,AC,PA-31,0
CAI?GLT,QX,SA-227,0
CWE?BGG,PR,M90,0
HRG?LAA,FX,B739,0
EGH?AQP,MT,E190,0
LXR?SMI,GB,B738,0
MUH?SXZ,K4,MD-80,0
PSD?JRH,AC,B772,0
SKV?PEA,QK,B772,0
ASW?DNH,4O,L1011,0
ELT?MXL,ER,764,0
EDL?WEH,TA,DC-8,0
GGM?PTT,B6,B712,0
KIS?HYR,LH,MD90,0
KTL?MHE,AM,A310,0
LOK?WWK,5Y,B736,0
LAU?CYA,MQ,B735,0
MBA?PAO,CP,B753,0
WIL?COF,VS,B738,0
WJR?SUG,KL,B742,0
GHT?AOH,9S,MD-88,0
AKF?CVC,KR,C-99,0
BEN?TYF,CX,C-99,0
SEB?GUL,RW,764,0
TIP?KND,A8,B744,0
LMQ?KSC,CI,IL-96,0
HUQ?YHF,5Y,A300,0
LTD?YDT,WW,B-99,0
GYI?ONJ,MT,DC10,0
KGL?VNX,2Q,B712,0
KME?TCO,CZ,764,0
DOG?BOO,WS,B733,0
RSS?JAE,AB,MD90,0
ELF?XXN,NZ,A318,0
KSL?SOF,FJ,PA-31,0
KDX?GCI,TA,B753,0
EBD?IRB,2Q,B739,0
JUB?KWE,YX,A332,0
MAK?KAI,F9,MD-88,0
KRT?PNL,2Q,E175,0
ARK?AHO,NK,B763,0
DAR?BNB,TA,B752,0
DOD?NLK,5X,B-99,0
IRI?NBW,AY,L1011,0
JRO?LCC,KR,MD-80,0
LKY?KGT,DL,B742,0
MYW?PNY,DH,A330,0
MWZ?ADI,GL,MD-88,0
PMA?OXB,LX,B739,0
TGT?NAT,A8,B763,0
ZNZ?AZO,KZ,DC-10,0
EBB?FOE,MU,B739,0
SRT?MDW,EK,B742,0
TIA?HWD,VS,B736,0
BOJ?MQS,A8,A321,0
GOZ?TKF,bxr,MD-88,0
PDV?ASR,US,EMB,0
SOF?ZWA,QK,764,0
SZR?KYA,KE,MD11,0
VAR?YBT,WI,MD-90,0
LCA?DIR,OZ,B762,0
PFO?IXJ,NK,A388,0
AKT?EUQ,DH,B737,0
DBV?CEQ,WW,DC10,0
OSI?PUK,EV,E190,0
PUY?LBY,ER,E170,0
RJK?CLD,WN,A318,0
SPU?FCN,2Q,E170,0
ZAG?TNX,CA,747,0
ZAD?NAO,9S,B762,0
ABC?RLG,BA,A321,0
ALC?SGE,AS,787,0
LEI?YSP,QF,B748,0
OVD?TPJ,GB,777,0
ODB?PUD,JL,B773,0
BIO?PLZ,YV,B752,0
BCN?DIG,QK,MD-90,0
BJZ?HDI,WI,M90,0
LCG?NVA,VX,DC-8,0
GRO?RAR,NK,MD-11,0
GRX?TKF,BBB,A346,0
IBZ?DLG,9W,A359,0
XRY?THX,AS,CRJ9,0
MJV?RYB,A8,MD-80,0
MAD?CYT,DH,B712,0
AGP?GAM,9S,B712,0
MAH?SMV,TA,A388,0
OZP?BUZ,TK,727,0
PNA?JNN,KR,MD-88,0
REU?APN,K4,A318,0
ROZ?PLS,WS,A318,0
SLM?FUJ,US,B737,0
EAS?HOG,WS,B734,0
SCQ?MWC,AM,B763,0
LEU?OGS,CK,MD-11,0
TOJ?NVA,4O,A310,0
VLC?CVQ,KE,A124,0
VLL?DTA,5Y,717,0
VIT?RBQ,KR,787,0
VGO?YAY,WO,A319,0
SDR?CLV,WW,A319,0
ZAZ?PEG,BR,B737,0
SVQ?LHS,YV,B763,0
CQF?SSJ,OZ,PA-31,0
BYF?RKO,SQ,SSR-100,0
LTQ?GWD,AI,E190,0
XVS?CSH,BR,B733,0
AGF?VGZ,KZ,A380,0
BOD?TWZ,HX,A310,0
EGC?LMQ,GB,MD90,0
CNG?ISJ,DL,B738,0
PIS?KZR,A8,A300,0
MCU?BWT,F9,B735,0
LIG?AGQ,CZ,AN-124,0
NIT?BAS,SE,A318,0
TLS?OCV,Y4,A321,0
PUF?YEM,TA,DC-9,0
LDE?RAH,NZ,EMB,0
ANG?EKN,MX,B712,0
BVE?HLH,AC,B763,0
PGX?FLN,CM,B712,0
BIQ?TCA,B6,AN-124,0
ZAO?ZNE,WN,747,0
LBI?CPO,CI,MD-90,0
DCM?PXO,EV,E175,0
RDZ?DGL,FX,B762,0
RYN?DND,QF,B748,0
XMW?WAG,MT,A333,0
RCO?MRX,XJ,SA-227,0
CMR?HPB,TK,B737,0
DLE?BBC,K4,A340,0
OBS?CDE,EK,B788,0
LPY?HNY,MX,E175,0
ETZ?ZAT,LH,C-99,0
BIA?LNK,K4,B735,0
CLY?ELY,FL,MD-80,0
FSC?YCC,BBB,A319,0
AJA?ODS,GB,B762,0
PRP?KGA,SE,B753,0
SOZ?MNG,WS,M90,0
AUF?IWO,ER,767,0
CMF?CDT,NK,MD-90,0
CFE?CQM,PR,L1011,0
BOU?BIM,AA,DC-8,0
QNJ?PDL,QK,A343,0
LYS?ELO,WW,A300,0
SYT?HIM,WO,A310,0
RNE?MZQ,KZ,777,0
NCY?MVR,LP,DH8,0
GNB?YTH,MU,A300,0
VAF?HOE,LP,B742,0
VHY?ALB,HX,SA-227,0
AUR?LBL,FX,A124,0
CHR?CIT,VS,DC-8,0
LYN?YEG,MX,B744,0
CEQ?BAT,GL,MD-80,0
EBU?RDU,VS,A320,0
CCF?BVI,SE,777,0
MRS?JAC,CX,B748,0
NCE?ATM,BBB,M90,0
XOG?COR,MT,DC10,0
PGF?MYR,US,B744,0
CTT?SUP,EV,B738,0
MPL?PBF,WO,B773,0
BZR?MMZ,LX,A321,0
AVN?HGH,NK,A300,0
MEN?CGD,4O,717,0
BVA?LWB,FI,DC-9,0
EVX?KDV,RW,B762,0
LEH?ENY,KE,B735,0
XAB?NUW,NH,B739,0
ORE?SVN,CX,CRJ7,0
XCR?HRI,Y4,B734,0
URO?PER,QK,A346,0
TUF?GRM,RW,M90,0
CET?TYM,4O,A321,0
LVA?KZC,MU,PA-31,0
LBG?OTP,NZ,A388,0
CSF?QLS,WW,787,0
CDG?PBN,NW,A319,0
TNF?NLG,CA,MD-11,0
ORY?VII,MX,A319,0
POX?DBT,AS,767,0
VIY?JLR,G4,E190,0
NVS?VRY,TK,B773,0
XME?DRG,MQ,AN-124,0
LIL?GEC,EZ,AN-124,0
HZB?KAL,NK,PA-31,0
XCZ?JJU,KZ,E170,0
BES?KUK,DH,B736,0
CER?GJA,CZ,MD90,0
DNR?BXY,2Q,B742,0
LBY?DOL,AA,B744,0
GFR?ORY,AB,SSR-100,0
DOL?FET,EY,CRJ7,0
LRT?SCC,IB,747,0
EDM?BDE,F9,DH8,0
LDV?JAN,EV,B773,0
CFR?PAO,9W,DC-8,0
LME?IKB,Y4,L1011,0
RNS?BHP,GL,A359,0
LAI?ROO,QX,SSR-100,0
UIP?TRE,YX,B777,0
NTE?PNC,9W,B777,0
SBK?BOU,9W,MD11,0
MXN?IXZ,MQ,B742,0
VNE?NNA,IB,B742,0
SNR?ILZ,GL,MD83,0
BSL?LVM,MX,DH8,0
DIJ?DNQ,SK,777,0
MZM?AEG,RW,MD90,0
EPL?SZX,FX,MD90,0
ENC?KLF,QK,L1011,0
RHE?DMN,4O,M90,0
SXB?KOJ,NW,A321,0
TLN?DHI,CK,A318,0
FNI?MFG,WO,MD-11,0
MQC?ZYL,CM,A124,0
FSP?FEL,MU,B777,0
PYR?LFR,TZ,A333,0
AGQ?NAH,ER,MD-11,0
AXD?ZRJ,EV,DC10,0
VOL?JCR,AI,EMB,0
JKH?YSM,KR,B737,0
IOA?RUI,5X,B738,0
HER?GXG,NH,B734,0
KSO?DLE,4O,767,0
KIT?HRB,LH,A318,0
EFL?VCL,CM,A332,0
KLX?CAE,B6,B772,0
KGS?MRQ,EI,747,0
AOK?GGT,4O,B762,0
CFU?GUL,WS,B773,0
KSJ?WOS,KL,B752,0
KVA?MCI,BF,727,0
KZI?TTT,LH,A332,0
LRS?ASA,OO,DC-9,0
LXS?IRJ,HA,DC-9,0
LRA?RAS,WS,777,0
JMK?DRW,QX,B752,0
MJT?KLU,QK,E170,0
PVK?YAT,XE,757,0
RHO?OLB,KZ,E170,0
GPA?SLC,K4,B752,0
CHQ?NKX,5Y,EMB,0
JSI?YMS,GL,B772,0
SMI?KPS,QX,737,0
SPJ?BFH,AI,MD-90,0
JTR?TED,JL,727,0
JSH?HLI,BA,MD-88,0
SKU?YBI,UA,A124,0
SKG?MSY,HX,C-99,0
ZTH?ACZ,5Y,A318,0
BUD?CUE,FL,A318,0
DEB?YSO,WO,A340,0
CRV?YSY,SY,B788,0
BRI?ADB,EY,E175,0
FOG?SFC,NH,A343,0
TAR?NGU,G4,B734,0
LCC?BLF,LP,B744,0
PSR?SAW,FL,DC-8,0
BDS?EMD,B6,IL-96,0
SUF?ZIG,4O,A310,0
CTA?QSN,BA,E170,0
LMP?HAJ,NH,MD-87,0
PNL?MPK,US,A310,0
PMO?TPS,Y4,757,0
REG?EBJ,RW,747,0
TPS?SDB,SE,B733,0
NSY?EBG,FJ,B738,0
AHO?UOS,UA,B752,0
DCI?CEK,F9,B748,0
CAG?YWH,AB,767,0
OLB?LED,SY,B734,0
TTB?TWU,5X,B738,0
MXP?SPR,CI,CRJ7,0
BGY?CBN,CP,B788,0
TRN?SOF,G4,MD11,0
ALL?SVJ,BF,B753,0
GOA?HMV,BBB,IL-96,0
LIN?MME,AB,B773,0
PMF?TDR,KZ,B744,0
CUF?WKR,2Q,CRJ9,0
AVB?DCN,B6,A300,0
BZO?RIJ,WO,IL-96,0
BLQ?SJL,LX,A318,0
TSF?KEO,WW,B788,0
FRL?BDJ,CZ,CRJ9,0
VBS?ISM,LP,764,0
TRS?CKZ,DH,B742,0
RMI?PFR,FI,M90,0
VIC?SGF,EV,B735,0
QPA?INK,bxr,B736,0
VRN?TBG,WS,B744,0
VCE?TUD,TK,CRJ7,0
SAY?PRN,XP,764,0
CIA?ADP,SY,B734,0
FCO?SHE,CK,MD-11,0
EBA?AHO,LP,B738,0
QLT?ULH,VX,SSR-100,0
NAP?TOQ,EV,M90,0
PSA?ERZ,BF,B744,0
FLR?VVI,AF,E175,0
GRS?TQD,CM,MD-11,0
PEG?HGD,LH,DC-10,0
LJU?XFW,GL,MD-11,0
MBX?ORH,SY,B738,0
POW?STR,WI,B753,0
UHE?LUW,US,DC-10,0
KLV?FNJ,EK,777,0
OSR?HNM,BBB,SA-227,0
PED?DGL,KE,B736,0
PRV?BUN,CV,B763,0
PRG?ATJ,NK,B712,0
BRQ?PQC,NZ,A318,0
VOD?IRP,UA,EMB,0
TLV?PFO,GB,B737,0
BEV?AVW,HA,DC-9,0
ETH?BHV,EY,737,0
EIY?SBW,AC,A346,0
HFA?YZZ,LH,B-99,0
RPN?NUQ,ER,SSR-100,0
MTZ?JJN,KR,B733,0
VTM?CIA,5X,DC-10,0
VDA?ILG,QX,A124,0
MIP?PMO,KL,787,0
SDV?CFE,IB,AN-124,0
MLA?BHB,MQ,CRJ9,0
GRZ?RGN,BBB,MD-88,0
INN?SZZ,TZ,B777,0
LNZ?BEN,TZ,M90,0
SZG?SCK,NH,L1011,0
VIE?CKG,CA,EMB,0
AVR?THF,AI,717,0
SMA?BZH,DH,DC-10,0
BGC?TTR,G4,767,0
BYJ?SZY,HX,787,0
BGZ?SKE,5Y,B712,0
CAT?EBD,EZ,A333,0
FLW?TMH,VS,787,0
FAO?GHA,K4,767,0
GRW?DIE,EV,B736,0
HOR?TIZ,ER,B789,0
TER?SHD,Y4,DC-8,0
QLR?DMM,EZ,B762,0
PDL?IPC,XE,DH8,0
PIX?NGD,LP,B712,0
PRM?WGT,SY,B788,0
OPO?JOJ,QF,A343,0
PXO?EBM,EK,SSR-100,0
LIS?XLS,TZ,764,0
SJZ?YGM,ER,PA-31,0
VRL?AAP,AM,727,0
VSE?CCA,IB,E175,0
OMO?WUS,SE,A333,0
SJJ?EBD,K4,B742,0
ARW?TCA,YX,B739,0
BCM?HTV,XP,A343,0
BAY?DBM,WO,B744,0
BBU?WLS,SE,EMB,0
CND?ZQW,CK,B789,0
CLJ?SVQ,MX,B742,0
CSB?DLY,SK,DH8,0
CRA?EGI,IB,A333,0
IAS?CPH,MQ,B744,0
OMR?GAQ,9W,CRJ7,0
OTP?LNX,CP,A300,0
SBZ?NGD,VX,SA-227,0
SUJ?OCA,EI,B738,0
SCV?RAZ,AC,E190,0
TCE?YCR,WI,A318,0
TGM?KSN,FL,B742,0
TSR?SMK,TZ,B763,0
GVA?HEK,4O,777,0
SIR?XIJ,MU,B739,0
EML?BMA,G4,764,0
LUG?NYI,5Y,B773,0
BRN?CGQ,BR,M90,0
ZHI?AKU,HX,727,0
ZRH?YQY,AF,A333,0
ACH?CHA,FX,B742,0
SMV?MBJ,AY,MD83,0
ESB?YYG,AB,PA-31,0
ANK?LMO,CV,MD-90,0
ADA?LUH,CM,B777,0
UAB?HZK,MT,727,0
AFY?TKA,XJ,MD-90,0
AYT?TME,DH,B748,0
GZT?YRA,NW,A321,0
KYA?DZA,WO,A359,0
MZH?HMG,LX,787,0
VAS?WLG,5X,MD-80,0
MLX?OSW,GB,L1011,0
ASR?TWB,BF,MD-11,0
TJK?NTE,9W,B764,0
DNZ?DSI,YV,B744,0
ISL?ESR,SQ,A319,0
BZI?SFF,WS,M90,0
BDM?NPL,NK,MD-88,0
ESK?WNA,KZ,A346,0
ADB?COD,BBB,C-99,0
IGL?AUO,UA,AN-124,0
KCO?SGY,OO,B773,0
DLM?PUT,CV,E170,0
BXN?CBQ,K4,B738,0
EZS?RUT,KL,B733,0
DIY?MAM,AF,MD83,0
ERC?CLJ,YX,EMB,0
ERZ?ONQ,CP,B744,0
TZX?ILN,AS,B763,0
VAN?KTL,GL,B738,0
BAL?HUH,CI,MD11,0
SXZ?BBA,XJ,B777,0
BZY?TEI,AI,MD-87,0
KIV?LBQ,WN,DC-9,0
OHD?YGV,YV,B-99,0
SKP?BEM,BF,B744,0
GIB?NYW,XP,B789,0
BEG?OSU,WO,M90,0
INI?INH,HA,787,0
TGD?ZJG,AI,A330,0
PRN?MBW,GB,A343,0
TIV?FAC,B6,764,0
BTS?NAS,NH,M90,0
KSC?NGI,TK,717,0
PZY?EIB,NH,A310,0
SLD?MYL,WI,B733,0
TAT?OAR,AB,A124,0
NCA?FUN,bxr,MD-80,0
PLS?IGG,NH,DC10,0
XSC?TNR,YV,B777,0
BRX?ODH,XJ,A359,0
CBJ?ZBO,KL,A340,0
LRM?NMT,K4,DC10,0
PUJ?HLJ,HA,764,0
POP?LDH,AY,A300,0
SDQ?UVF,AY,B788,0
STI?QRW,NK,A343,0
CBV?FRC,VS,MD-87,0
GUA?EMK,FJ,L1011,0
RER?BNK,SK,E175,0
GSJ?SLU,K4,IL-96,0
LCE?KKJ,EI,A300,0
SAP?SKO,DH,M90,0
GJA?YXS,SE,B763,0
RTB?ZMT,KL,B742,0
TEA?EHL,XE,A359,0
TGU?LEK,TZ,B736,0
TJI?NZA,OO,B737,0
OCJ?CDB,GL,A388,0
KIN?SLX,NW,B788,0
MBJ?MBG,JL,B737,0
POT?YVB,SE,E170,0
KTP?NUS,NW,DC-9,0
ACA?NUW,EZ,B773,0
NTR?TOI,GL,B789,0
AGU?DLD,CM,B733,0
HUX?MRR,BF,B736,0
CVJ?ROR,CI,747,0
ACN?OVB,DL,MD-11,0
CME?TKP,PR,DH8,0
NCG?JIA,B6,B744,0
CUL?YZY,MX,MD-90,0
CTM?TER,G4,MD-90,0
CEN?PUJ,WI,B712,0
CPE?PMA,DH,747,0
CJS?INI,CV,B735,0
CUU?KTL,B6,B777,0
CVM?NQY,SY,E170,0
CZM?RTW,bxr,B777,0
DGO?PWY,LH,727,0
TPQ?FRJ,AB,L1011,0
ESE?KGW,PR,B748,0
GDL?SUG,DH,A346,0
GYM?RDN,CZ,B735,0
TCN?BPX,CP,MD11,0
HMO?NFO,NK,B772,0
CLQ?VLV,QK,E190,0
ISJ?OAX,BF,B763,0
SLW?JAU,NK,B742,0
IZT?YCL,XP,A332,0
LZC?TKH,B6,B777,0
LMM?RZE,RW,787,0
BJX?TTJ,CA,B734,0
LAP?PRX,MT,B733,0
LTO?PKW,K4,B777,0
MAM?FIG,LP,C-99,0
MID?ORA,WI,A340,0
MXL?CVQ,TZ,C-99,0
MLM?YHZ,CV,B739,0
MTT?QRW,5Y,A330,0
LOV?CLQ,WN,SSR-100,0
MEX?HUQ,Y4,IL-62,0
MTY?DED,NH,SSR-100,0
MZT?ABH,WW,A319,0
NOG?SSC,KE,MD-80,0
NLD?HUT,AY,MD-87,0
OAX?YBT,EK,B789,0
PAZ?OSH,2Q,C-99,0
PBC?FTX,OO,B734,0
PPE?SCN,LH,A340,0
PDS?PAH,FJ,A343,0
UPN?DAR,5Y,757,0
PVR?QXH,VX,DC-10,0
PXM?CDU,5Y,DC-9,0
QRO?XMN,CI,B742,0
REX?IAD,AS,787,0
SJD?HTG,PR,B777,0
SFH?HHN,UA,B762,0
SLP?ROA,YX,727,0
TRC?KHT,IB,MD83,0
TGZ?ASA,FL,757,0
TIJ?PUW,YX,764,0
TAM?TMR,BF,EMB,0
TSL?AUC,BA,MD-88,0
TLC?YMM,WW,A300,0
TAP?FIK,F9,B748,0
CUN?MKM,VX,727,0
VSA?BCD,FJ,AN-124,0
VER?WUT,5Y,B789,0
ZCL?UUA,QF,B789,0
ZIH?PAG,EK,B789,0
ZMM?WRO,CA,E170,0
ZLO?RND,A8,B763,0
BEF?QLD,AI,B753,0
MGA?OJC,MX,A333,0
PUZ?YUS,IB,B789,0
BOC?DOL,B6,A330,0
CHX?NLV,EY,B777,0
DAV?RBB,WW,A333,0
BLB?KCH,NK,B777,0
PAC?MOZ,BA,764,0
SYP?CRC,US,B773,0
PTY?MWF,MT,SA-227,0
BAI?WRI,AY,A332,0
OTR?YOL,WO,MD11,0
JAP?ADB,UA,MD-90,0
GLF?MPV,CV,A320,0
GPL?MIG,UA,DC10,0
LIR?XPP,CZ,737,0
LSL?YAG,AI,IL-96,0
LIO?IPN,WW,EMB,0
NOB?TUS,CX,SSR-100,0
SJO?YHZ,QX,B738,0
PMZ?JNX,LX,A359,0
XQP?CNP,TK,MD-11,0
TOO?GUQ,EI,SSR-100,0
SAL?JHB,HX,B772,0
CYA?LPK,BA,MD83,0
CAP?VIE,TA,SA-227,0
JAK?DTN,DH,787,0
PAP?BCN,K4,A310,0
BCA?BEK,CA,B742,0
BYM?MYU,G4,DC-8,0
AVI?PKU,QF,B753,0
CCC?VRO,EY,MD-11,0
CFG?BIN,XJ,A388,0
CYO?PUQ,F9,B735,0
CMW?BFE,VS,M90,0
SCU?DIU,RW,B788,0
NBW?ESF,NZ,MD-87,0
GAO?TMP,WO,A310,0
HAV?KEN,FL,757,0
HOG?IQQ,bxr,B736,0
LCL?BKQ,IB,767,0
MOA?DNA,WN,757,0
MZO?YXJ,XP,DC-8,0
GER?KSK,AB,A333,0
UPB?AOT,BBB,A359,0
QPD?MGZ,WN,IL-96,0
SNU?GIT,OO,MD90,0
SZJ?ASO,K4,A310,0
USS?KCK,WS,SA-227,0
VRA?PLW,FL,B742,0
VTU?SGQ,JL,A330,0
CYB?QHP,EI,DC-9,0
GCM?RUN,YX,CRJ7,0
MAY?LOP,UA,B762,0
ASD?API,TA,DC10,0
MHH?TBG,AI,MD90,0
SAQ?SHJ,KZ,B788,0
AXP?MAN,CI,MD-87,0
TCB?RGA,MX,B712,0
CCZ?CZX,AS,737,0
GHC?KQT,SY,A333,0
BIM?WKF,CP,A310,0
GGT?YHP,MU,A310,0
ELH?QUG,AI,A333,0
GHB?MCC,9W,DC10,0
NMC?YRG,EY,B738,0
RSD?KNP,XJ,B738,0
TYM?BVG,AI,DC10,0
FPO?NOT,EK,CRJ7,0
IGA?AYW,DL,A318,0
LGI?ORN,WW,A333,0
SML?PHY,IB,MD-80,0
MYG?ANR,MT,B737,0
NAS?QSF,G4,A320,0
DCT?WBW,NK,A318,0
RCY?XCH,TK,EMB,0
ZSA?UCT,B6,MD90,0
BZE?JAM,NK,MD90,0
AIT?URJ,UA,MD-11,0
RAR?SOY,bxr,747,0
NAN?YFB,FL,B748,0
SUV?PDP,2Q,B764,0
TBU?PXH,YV,MD90,0
VAV?SOQ,SK,A300,0
TRW?FBA,FJ,B773,0
TBF?POT,CZ,A388,0
WLS?NIB,9W,C-99,0
APW?AYQ,TA,A310,0
PPG?TMF,FI,A318,0
RUR?LJG,PR,DC-8,0
TUB?BRC,CX,B738,0
AAA?LAA,WI,CRJ9,0
FGU?MIE,CM,B744,0
TIH?ORK,XJ,A388,0
REA?CTB,UA,A310,0
FAV?YQH,RW,E190,0
XMH?RBK,NK,B772,0
GMR?BMW,BA,B772,0
KKR?MOV,EZ,B773,0
MKP?GDT,B6,B773,0
PKP?GXQ,CI,A343,0
TKP?VCE,LX,MD-80,0
AXR?MEB,NK,A359,0
MVT?KEP,BA,B789,0
TKX?CIT,ER,B763,0
NHV?SBU,EK,727,0
BOB?JAK,MX,DC-10,0
RGI?BDP,YX,C-99,0
HUH?SHI,bxr,747,0
MOZ?CYG,A8,A332,0
HOI?MXZ,NZ,MD-87,0
MAU?LLA,F9,B712,0
RFP?INO,CV,767,0
VLI?NOZ,CI,B788,0
KNQ?JHW,NW,PA-31,0
KOC?EVX,FJ,A346,0
LIF?GOU,AS,B744,0
GEA?HHN,VX,B744,0
MEE?IGR,CK,B744,0
TOU?GLU,QX,M90,0
UVE?MWH,GB,B-99,0
NOU?MME,AF,B739,0
AKL?KHJ,EY,A310,0
TUO?UKI,YX,SSR-100,0
AMZ?YNY,EK,MD90,0
CHC?PBR,AS,PA-31,0
CHT?PIP,TZ,B772,0
DUD?RIV,VS,CRJ7,0
GIS?NUE,WS,A318,0
GTN?YPJ,DL,764,0
HKK?IAR,CM,IL-96,0
HLZ?YHB,YV,B764,0
KKE?TMI,MX,727,0
KAT?SKY,MQ,B738,0
ALR?NNA,US,777,0
MON?ELG,AC,MD-87,0
TEU?TJG,XJ,B789,0
MRO?GEV,QX,767,0
NPL?CKZ,WI,B752,0
NSN?NER,5X,MD-80,0
IVC?CHR,XE,DC-9,0
OHA?TFS,AM,MD-87,0
OAM?IXA,EI,747,0
PMR?CFG,2Q,717,0
PPQ?THL,MQ,A319,0
ZQN?YNO,MT,MD83,0
ROT?PHL,LX,MD-88,0
TRG?FRY,9W,747,0
TIU?BZA,AI,B773,0
TWZ?CMR,MX,L1011,0
BHE?SSC,WN,MD90,0
WKA?YZU,KE,B744,0
WHK?GER,LH,MD11,0
WLG?TME,XJ,A321,0
WIR?PEV,SE,777,0
WRE?AIU,YV,A318,0
WSZ?PEG,A8,PA-31,0
WAG?SEK,5X,DC10,0
HEA?YNG,AA,A300,0
JAA?MAN,2Q,DC-10,0
KBL?YQX,9S,SA-227,0
KDH?FHU,LX,B-99,0
MMZ?ABX,XE,CRJ9,0
MZR?TXG,BA,MD83,0
OAH?LJG,CA,A380,0
UND?ANB,NZ,CRJ7,0
BAH?CWE,KR,PA-31,0
AHB?PPN,LH,B764,0
HOF?OZG,PR,B739,0
ABT?MHP,9S,E170,0
BHH?OSI,QX,MD-87,0
DMM?OPO,MU,MD90,0
DHA?PEQ,SK,CRJ7,0
GIZ?MAR,AS,B789,0
ELQ?BKE,A8,A320,0
URY?CQA,4O,MD-80,0
HAS?YDG,FJ,B748,0
QJB?YIK,SE,727,0
JED?CES,AM,DH8,0
KMC?HLD,KL,EMB,0
MED?GBJ,F9,DC-10,0
EAM?ATI,AC,MD-88,0
AQI?ESH,CP,B737,0
RAH?KMP,HX,B734,0
RUH?YSH,AS,DC10,0
RAE?MTF,KL,B-99,0
SHW?VRK,AF,C-99,0
SLF?TFL,5Y,A310,0
TUU?MOC,5X,727,0
TIF?ATI,XE,MD-90,0
TUI?DIL,OZ,B777,0
EJH?KDU,G4,737,0
YNB?VII,QK,764,0
ABD?RGK,bxr,MD-90,0
DEF?ULP,EY,E175,0
AKW?IXW,5X,DC-9,0
GCH?GYS,CA,A332,0
OMI?REY,KE,DH8,0
MRX?SOT,VS,B739,0
AWZ?HRT,UA,IL-96,0
AEU?POC,EI,B712,0
BUZ?AGE,US,B734,0
KIH?BHO,NH,727,0
BDH?KTI,CA,L1011,0
KHK?DQM,AA,B738,0
SXI?YQZ,SQ,A340,0
LVP?BEY,TK,A300,0
KSH?CIC,BR,MD-11,0
SDG?APT,QK,B733,0
IFH?SSJ,YX,CRJ9,0
KKS?LBU,FL,CRJ7,0
IFN?SGH,BF,A320,0
RAS?GYE,KE,777,0
AJK?OSI,IB,M90,0
THR?FDH,WN,777,0
GZW?AID,EZ,B773,0
BND?BFJ,SY,B753,0
JYR?SZG,QK,A380,0
KER?DNR,US,A321,0
HDR?WSN,PR,B763,0
SYJ?FUG,SE,B-99,0
XBJ?KEF,A8,B748,0
CKT?BMX,CM,B735,0
RUD?SUS,HA,B748,0
TCX?TXF,SY,B736,0
KLM?PYR,CP,B712,0
RZR?FTK,AF,B733,0
FAZ?KTR,CV,B753,0
JAR?CCP,EI,AN-124,0
LFM?SGF,NK,CRJ7,0
SYZ?FLD,CX,B712,0
KHY?NTR,CX,B764,0
TBZ?RNO,SY,IL-96,0
JWN?MDG,FI,B772,0
AZD?OBS,BBB,B739,0
ACZ?HAF,BBB,E170,0
ZBR?GPZ,EZ,A340,0
ZAH?SCQ,EK,CRJ9,0
IHR?YFO,BBB,767,0
AMM?SHJ,KL,DC10,0
ADJ?MFX,CI,A380,0
AQJ?VIX,EK,B772,0
OMF?KYP,YV,MD-87,0
KWI?SPG,EV,B764,0
BEY?ADX,EV,A332,0
KYE?AGC,SQ,DH8,0
AUH?AKL,LH,B-99,0
AZI?WXN,LX,A310,0
DHF?FZO,SQ,767,0
DXB?KXK,KZ,SA-227,0
FJR?TYM,CA,A124,0
RKT?YGX,SY,DH8,0
SHJ?PDL,CM,IL-62,0
KHS?ICI,HX,B-99,0
MSH?CSB,AF,IL-62,0
MCT?KKC,BR,B734,0
SLL?BKY,FJ,B748,0
TTH?ATR,KL,PA-31,0
BHW?SAW,NH,MD-90,0
LYP?UOS,MT,DC-10,0
GWD?XLS,AF,A388,0
GIL?DME,CX,IL-62,0
JAG?LOE,IB,DC10,0
KHI?SCH,KL,B762,0
LHE?INH,CA,A380,0
XJM?BOR,EK,B738,0
MFG?TUL,GB,B788,0
