Departure,Arrival,Airline,Plane,Departure_Date,Arrival_Date,Number,IATA
PRZ,STT,CP,A388,2025-04-04T06:42:37,2025-04-04T13:25:14,2366,CP2366
BOU,APT,A8,IL-62,2025-04-03T08:04:13,2025-04-03T16:08:26,4821,A84821
TDJ,WNZ,TZ,B733,2025-04-06T09:20:40,2025-04-06T18:41:20,9140,TZ9140
SKS,TDG,MU,A320,2025-04-06T12:16:56,2025-04-07T00:33:52,8971,MU8971
MIJ,DLS,CX,757,2025-04-03T08:48:41,2025-04-03T17:37:22,8502,CX8502
NSK,TTL,RW,M90,2025-04-05T13:22:32,2025-04-06T02:45:04,1988,RW1988
APT,LPC,RW,A388,2025-04-03T03:35:53,2025-04-03T07:11:46,2740,RW2740
KSN,YHB,GL,MD11,2025-04-01T09:15:53,2025-04-01T18:31:46,2862,GL2862
LDY,RAR,GL,MD83,2025-04-06T17:44:40,2025-04-07T11:29:20,9342,GL9342
FAA,HIW,NW,E170,2025-04-02T15:36:31,2025-04-03T07:13:02,5814,NW5814
DHT,BOU,GB,787,2025-04-03T09:15:07,2025-04-03T18:30:14,3898,GB3898
AIZ,BKK,VS,A333,2025-04-04T16:00:53,2025-04-05T08:01:46,7857,VS7857
SEN,TDG,YV,B-99,2025-04-02T13:04:20,2025-04-03T02:08:40,3033,YV3033
KWJ,LDG,BBB,A124,2025-04-07T06:56:20,2025-04-07T13:52:40,6847,BBB6847
OMB,VAG,EI,B736,2025-04-04T07:11:03,2025-04-04T14:22:06,3457,EI3457
YWB,HDG,RW,B712,2025-04-06T10:19:46,2025-04-06T20:39:32,7112,RW7112
SKG,SKS,SE,E190,2025-04-04T02:10:55,2025-04-04T04:21:50,6208,SE6208
ATH,YWB,AA,B748,2025-04-06T07:33:43,2025-04-06T15:07:26,3348,AA3348
YUY,PKV,FJ,CRJ7,2025-04-04T07:21:58,2025-04-04T14:43:56,1364,FJ1364
YUY,MUH,BA,E175,2025-04-07T09:41:27,2025-04-07T19:22:54,1135,BA1135
YUY,SUY,CZ,727,2025-04-05T08:41:48,2025-04-05T17:23:36,1355,CZ1355
YUY,CXR,DH,EMB,2025-04-05T15:05:00,2025-04-06T06:10:00,6741,DH6741
YUY,MZW,YX,A346,2025-04-03T07:23:53,2025-04-03T14:47:46,8316,YX8316
YUY,VCE,SE,M90,2025-04-02T07:23:42,2025-04-02T14:47:24,2033,SE2033
YUY,TJG,AS,B752,2025-04-01T16:43:44,2025-04-02T09:27:28,7904,AS7904
YUY,WRY,WW,717,2025-04-07T05:30:30,2025-04-07T11:01:00,2052,WW2052
YUY,OGS,AC,MD-87,2025-04-02T00:31:59,2025-04-02T01:03:58,5872,AC5872
YUY,TOM,KZ,A318,2025-04-02T08:37:16,2025-04-02T17:14:32,6991,KZ6991
ZLT,LOO,EI,EMB,2025-04-07T05:58:35,2025-04-07T11:57:10,8483,EI8483
ZLT,DHT,A8,MD-80,2025-04-05T04:20:04,2025-04-05T08:40:08,4165,A84165
ZLT,MVY,HA,747,2025-04-02T01:33:54,2025-04-02T03:07:48,4811,HA4811
ZLT,PSS,AA,MD83,2025-04-05T09:53:20,2025-04-05T19:46:40,2994,AA2994
ZLT,CFN,SE,B789,2025-04-07T03:48:22,2025-04-07T07:36:44,5862,SE5862
ZLT,WBW,Y4,DC-8,2025-04-06T01:54:00,2025-04-06T03:48:00,9053,Y49053
ZLT,SEN,EY,B735,2025-04-03T04:35:27,2025-04-03T09:10:54,2330,EY2330
ZLT,KLN,HX,MD-80,2025-04-04T06:29:18,2025-04-04T12:58:36,4288,HX4288
ZLT,MSN,KR,E190,2025-04-05T02:46:04,2025-04-05T05:32:08,5736,KR5736
ZLT,EMT,VX,B736,2025-04-07T05:43:24,2025-04-07T11:26:48,8686,VX8686
ZLT,NJF,LP,737,2025-04-02T09:15:59,2025-04-02T18:31:58,8888,LP8888
ZLT,TJA,B6,MD-87,2025-04-03T09:10:07,2025-04-03T18:20:14,7774,B67774
ZLT,RBL,NH,A124,2025-04-02T05:35:02,2025-04-02T11:10:04,8508,NH8508
ZLT,GMP,LH,A340,2025-04-07T11:33:26,2025-04-07T23:06:52,2116,LH2116
AUO,HCJ,TK,B742,2025-04-04T15:19:06,2025-04-05T06:38:12,7501,TK7501
AUO,ETM,MX,A318,2025-04-07T12:07:20,2025-04-08T00:14:40,1589,MX1589
AUO,YSG,LH,L1011,2025-04-06T04:16:38,2025-04-06T08:33:16,2620,LH2620
AUO,BRL,F9,A321,2025-04-04T01:10:53,2025-04-04T02:21:46,5962,F95962
AUO,JSI,GB,EMB,2025-04-05T10:26:19,2025-04-05T20:52:38,2620,GB2620
AUO,MSN,WW,A380,2025-04-02T01:23:06,2025-04-02T02:46:12,7757,WW7757
AUO,AVL,EK,747,2025-04-06T00:28:03,2025-04-06T00:56:06,3581,EK3581
AUO,SAN,GB,IL-62,2025-04-05T03:21:53,2025-04-05T06:43:46,6600,GB6600
AUO,RKH,XE,B744,2025-04-07T00:32:55,2025-04-07T01:05:50,1961,XE1961
AUO,SOY,5X,C-99,2025-04-06T07:26:20,2025-04-06T14:52:40,2589,5X2589
AUO,LEI,FL,B748,2025-04-05T08:21:23,2025-04-05T16:42:46,5838,FL5838
AUO,NKW,2Q,B763,2025-04-05T18:37:27,2025-04-06T13:14:54,2988,2Q2988
MVY,TDG,VX,CRJ7,2025-04-01T16:04:34,2025-04-02T08:09:08,1756,VX1756
MVY,GLW,WO,B753,2025-04-02T01:35:49,2025-04-02T03:11:38,6871,WO6871
MVY,NGB,DL,A333,2025-04-01T13:38:07,2025-04-02T03:16:14,3344,DL3344
MVY,NOC,KR,A320,2025-04-03T05:18:23,2025-04-03T10:36:46,7897,KR7897
MVY,MHT,WI,764,2025-04-04T00:12:33,2025-04-04T00:25:06,4624,WI4624
MVY,BOU,GB,A300,2025-04-03T06:24:15,2025-04-03T12:48:30,2835,GB2835
MVY,GLW,NH,DC10,2025-04-03T01:35:49,2025-04-03T03:11:38,3924,NH3924
MVY,CBR,BR,M90,2025-04-07T18:45:41,2025-04-08T13:31:22,4199,BR4199
MVY,VLC,MT,727,2025-04-07T06:33:21,2025-04-07T13:06:42,8221,MT8221
MVY,YSG,KR,M90,2025-04-05T03:59:26,2025-04-05T07:58:52,6922,KR6922
MVY,CFC,FL,A359,2025-04-04T08:55:03,2025-04-04T17:50:06,5432,FL5432
YHB,YPD,ER,A310,2025-04-02T02:04:51,2025-04-02T04:09:42,5646,ER5646
YHB,CBR,BF,767,2025-04-06T16:11:06,2025-04-07T08:22:12,8222,BF8222
YHB,PDP,DH,DC-10,2025-04-06T12:13:54,2025-04-07T00:27:48,1917,DH1917
YHB,BUC,Y4,A346,2025-04-01T15:17:04,2025-04-02T06:34:08,4255,Y44255
YHB,CMU,KZ,777,2025-04-04T13:41:52,2025-04-05T03:23:44,6050,KZ6050
YHB,SAD,CA,B752,2025-04-07T02:36:31,2025-04-07T05:13:02,9181,CA9181
YHB,CDJ,AF,B734,2025-04-05T09:35:12,2025-04-05T19:10:24,3913,AF3913
YHB,CXR,QF,B763,2025-04-04T13:52:13,2025-04-05T03:44:26,7057,QF7057
YHB,ARH,OZ,764,2025-04-01T07:28:32,2025-04-01T14:57:04,3432,OZ3432
YHB,LPC,CZ,E175,2025-04-06T02:48:44,2025-04-06T05:37:28,3321,CZ3321
YHB,BMU,G4,B737,2025-04-02T15:45:27,2025-04-03T07:30:54,4438,G44438
YHB,YYB,2Q,A359,2025-04-06T02:01:59,2025-04-06T04:03:58,4073,2Q4073
LGL,ABL,SE,787,2025-04-07T10:49:33,2025-04-07T21:39:06,3829,SE3829
LGL,LDG,XP,B742,2025-04-01T09:53:36,2025-04-01T19:47:12,3231,XP3231
LGL,GWL,HX,B734,2025-04-03T05:19:15,2025-04-03T10:38:30,7234,HX7234
LGL,BSR,BA,737,2025-04-06T08:42:37,2025-04-06T17:25:14,8612,BA8612
LGL,WTZ,OO,757,2025-04-01T08:43:35,2025-04-01T17:27:10,5326,OO5326
LGL,CSM,MX,B-99,2025-04-04T16:22:43,2025-04-05T08:45:26,9793,MX9793
LGL,NDN,A8,DC-10,2025-04-07T04:23:37,2025-04-07T08:47:14,8005,A88005
LGL,HCJ,B6,CRJ7,2025-04-02T02:51:00,2025-04-02T05:42:00,6637,B66637
LGL,HCJ,5Y,L1011,2025-04-02T02:51:00,2025-04-02T05:42:00,5784,5Y5784
LGL,ETM,MU,A346,2025-04-03T10:04:36,2025-04-03T20:09:12,1529,MU1529
LGL,LXR,CP,A310,2025-04-07T10:19:31,2025-04-07T20:39:02,6236,CP6236
LGL,MLM,WO,B744,2025-04-03T17:22:39,2025-04-04T10:45:18,9678,WO9678
LGL,MMX,WW,A320,2025-04-05T11:51:04,2025-04-05T23:42:08,8195,WW8195
LGL,SNR,4O,IL-62,2025-04-07T13:19:35,2025-04-08T02:39:10,7624,4O7624
KLN,NOC,CZ,DC-10,2025-04-07T08:12:57,2025-04-07T16:25:54,3336,CZ3336
KLN,ABL,EZ,B764,2025-04-03T01:13:48,2025-04-03T02:27:36,9130,EZ9130
KLN,GOU,SE,767,2025-04-02T14:11:37,2025-04-03T04:23:14,9898,SE9898
KLN,TJG,HX,E175,2025-04-04T11:38:53,2025-04-04T23:17:46,4373,HX4373
KLN,PRZ,HX,A340,2025-04-06T03:04:31,2025-04-06T06:09:02,9323,HX9323
KLN,LDY,NW,SA-227,2025-04-03T08:07:16,2025-04-03T16:14:32,6560,NW6560
KLN,WSO,XE,B762,2025-04-06T11:16:28,2025-04-06T22:32:56,3252,XE3252
KLN,CFN,5Y,A318,2025-04-01T08:05:34,2025-04-01T16:11:08,4151,5Y4151
KLN,SFK,AC,A330,2025-04-04T12:29:12,2025-04-05T00:58:24,3402,AC3402
KLN,CSM,bxr,C-99,2025-04-03T05:20:05,2025-04-03T10:40:10,6962,bxr6962
KLN,JSI,BA,764,2025-04-05T10:31:16,2025-04-05T21:02:32,8807,BA8807
KLN,SDR,KR,IL-96,2025-04-05T09:36:13,2025-04-05T19:12:26,1066,KR1066
KLN,CVM,BR,A321,2025-04-04T06:31:19,2025-04-04T13:02:38,3497,BR3497
NIT,YHB,KR,B788,2025-04-06T07:39:55,2025-04-06T15:19:50,4648,KR4648
NIT,CXI,EY,B788,2025-04-03T16:07:23,2025-04-04T08:14:46,1408,EY1408
NIT,QGU,GL,A310,2025-04-01T11:20:02,2025-04-01T22:40:04,5340,GL5340
NIT,MKQ,CV,B735,2025-04-05T16:22:05,2025-04-06T08:44:10,9201,CV9201
NIT,MMX,BA,B-99,2025-04-02T01:35:41,2025-04-02T03:11:22,3632,BA3632
NIT,LOO,MU,MD90,2025-04-05T01:37:03,2025-04-05T03:14:06,2543,MU2543
NIT,STW,RW,A310,2025-04-03T03:42:29,2025-04-03T07:24:58,7769,RW7769
NIT,HUU,NH,B788,2025-04-04T11:03:45,2025-04-04T22:07:30,9403,NH9403
NIT,WTZ,FJ,IL-62,2025-04-07T21:29:26,2025-04-08T18:58:52,1889,FJ1889
NIT,PMO,FL,A319,2025-04-01T01:37:24,2025-04-01T03:14:48,1700,FL1700
NIT,SFS,LX,MD-88,2025-04-06T12:30:21,2025-04-07T01:00:42,5947,LX5947
NIT,YDB,BBB,MD-80,2025-04-07T08:30:02,2025-04-07T17:00:04,6353,BBB6353
NIT,PAT,YX,737,2025-04-04T08:41:42,2025-04-04T17:23:24,5966,YX5966
NIT,KLF,FJ,A319,2025-04-04T03:05:41,2025-04-04T06:11:22,9945,FJ9945
NBO,LPM,CA,A318,2025-04-01T16:13:30,2025-04-02T08:27:00,7240,CA7240
NBO,CEG,EI,B-99,2025-04-04T08:03:50,2025-04-04T16:07:40,2536,EI2536
NBO,MQF,AY,DC10,2025-04-02T07:17:08,2025-04-02T14:34:16,3992,AY3992
NBO,YQN,QF,A380,2025-04-02T14:07:59,2025-04-03T04:15:58,8762,QF8762
NBO,MST,LH,717,2025-04-05T07:23:59,2025-04-05T14:47:58,6861,LH6861
NBO,SEN,EY,A330,2025-04-07T07:43:16,2025-04-07T15:26:32,6686,EY6686
NBO,WSO,TK,B764,2025-04-01T11:54:17,2025-04-01T23:48:34,5009,TK5009
NBO,TNA,bxr,B762,2025-04-04T10:29:35,2025-04-04T20:59:10,1741,bxr1741
NBO,YUY,WN,MD83,2025-04-06T13:37:46,2025-04-07T03:15:32,6861,WN6861
NBO,CXR,AS,IL-62,2025-04-01T09:13:18,2025-04-01T18:26:36,2766,AS2766
NBO,PTP,WW,B733,2025-04-03T12:26:41,2025-04-04T00:53:22,9432,WW9432
NBO,WBW,AA,MD-80,2025-04-07T13:37:25,2025-04-08T03:14:50,6422,AA6422
QUY,MTN,AM,MD-80,2025-04-05T06:35:20,2025-04-05T13:10:40,5268,AM5268
QUY,AUO,5Y,727,2025-04-02T07:50:25,2025-04-02T15:40:50,5302,5Y5302
QUY,GIT,F9,B789,2025-04-05T07:46:24,2025-04-05T15:32:48,3183,F93183
QUY,DLS,9W,B748,2025-04-06T08:49:04,2025-04-06T17:38:08,6597,9W6597
QUY,HUU,CK,B738,2025-04-03T11:18:32,2025-04-03T22:37:04,9101,CK9101
QUY,HMI,NZ,CRJ9,2025-04-02T07:30:23,2025-04-02T15:00:46,1289,NZ1289
QUY,AVK,DH,A340,2025-04-01T07:46:01,2025-04-01T15:32:02,2594,DH2594
QUY,ETM,GB,B763,2025-04-01T04:19:47,2025-04-01T08:39:34,4741,GB4741
QUY,TKG,EV,B736,2025-04-02T13:04:19,2025-04-03T02:08:38,6029,EV6029
QUY,STI,MU,MD83,2025-04-05T07:56:56,2025-04-05T15:53:52,7300,MU7300
QUY,HIW,KR,B772,2025-04-06T10:36:05,2025-04-06T21:12:10,7759,KR7759
QUY,VTN,XP,M90,2025-04-06T07:55:56,2025-04-06T15:51:52,7119,XP7119
QUY,MJA,AI,A318,2025-04-02T10:31:29,2025-04-02T21:02:58,4637,AI4637
QUY,BAD,AB,B734,2025-04-01T08:26:38,2025-04-01T16:53:16,8050,AB8050
QUY,STW,EV,CRJ7,2025-04-02T03:34:49,2025-04-02T07:09:38,4678,EV4678
QPD,AFS,5Y,DC-8,2025-04-04T13:49:26,2025-04-05T03:38:52,3235,5Y3235
QPD,RNA,TA,B762,2025-04-06T14:40:34,2025-04-07T05:21:08,2821,TA2821
QPD,ZMT,CP,MD90,2025-04-03T06:04:04,2025-04-03T12:08:08,5675,CP5675
QPD,ILY,NW,B742,2025-04-07T08:09:57,2025-04-07T16:19:54,5883,NW5883
QPD,APT,SK,C-99,2025-04-02T01:36:39,2025-04-02T03:13:18,2276,SK2276
QPD,CVM,CZ,B744,2025-04-06T01:46:57,2025-04-06T03:33:54,9140,CZ9140
QPD,MUN,AB,B742,2025-04-05T02:57:21,2025-04-05T05:54:42,6326,AB6326
QPD,CXI,G4,B772,2025-04-04T09:22:14,2025-04-04T18:44:28,2989,G42989
QPD,HXD,EK,B738,2025-04-07T15:13:09,2025-04-08T06:26:18,9519,EK9519
QPD,JTY,HA,B773,2025-04-05T11:34:10,2025-04-05T23:08:20,8027,HA8027
QPD,TNA,9W,B748,2025-04-04T14:51:03,2025-04-05T05:42:06,9373,9W9373
QPD,SPP,HX,MD83,2025-04-06T13:22:33,2025-04-07T02:45:06,3359,HX3359
QPD,OUZ,CP,B737,2025-04-04T08:12:56,2025-04-04T16:25:52,9617,CP9617
QPD,HOA,KE,764,2025-04-03T15:21:12,2025-04-04T06:42:24,4045,KE4045
QPD,CAB,9S,L1011,2025-04-01T12:19:30,2025-04-02T00:39:00,1971,9S1971
SFS,HBR,GL,B777,2025-04-01T14:53:03,2025-04-02T05:46:06,4964,GL4964
SFS,BNG,GB,764,2025-04-07T13:31:30,2025-04-08T03:03:00,7930,GB7930
SFS,JGO,YV,777,2025-04-06T12:06:35,2025-04-07T00:13:10,9856,YV9856
SFS,FUL,GL,A332,2025-04-07T13:25:39,2025-04-08T02:51:18,5665,GL5665
SFS,SAD,MU,L1011,2025-04-04T14:13:47,2025-04-05T04:27:34,2477,MU2477
SFS,NDN,K4,CRJ7,2025-04-02T04:34:34,2025-04-02T09:09:08,5438,K45438
SFS,ARH,OO,B752,2025-04-05T09:07:18,2025-04-05T18:14:36,9592,OO9592
SFS,LUN,F9,A388,2025-04-05T12:04:34,2025-04-06T00:09:08,1278,F91278
SFS,SOY,IB,B753,2025-04-06T11:44:06,2025-04-06T23:28:12,3884,IB3884
SFS,DLS,EY,777,2025-04-02T12:23:42,2025-04-03T00:47:24,5669,EY5669
SFS,MVY,RW,A359,2025-04-03T15:31:53,2025-04-04T07:03:46,3618,RW3618
SFS,WNZ,AA,747,2025-04-07T01:39:32,2025-04-07T03:19:04,9879,AA9879
SFS,KWJ,9S,SA-227,2025-04-03T02:40:25,2025-04-03T05:20:50,3981,9S3981
SFS,TKG,KZ,B712,2025-04-01T03:09:35,2025-04-01T06:19:10,5260,KZ5260
STA,LUN,G4,B736,2025-04-04T09:15:41,2025-04-04T18:31:22,8048,G48048
STA,NGB,MT,B748,2025-04-01T09:45:09,2025-04-01T19:30:18,8530,MT8530
STA,NKC,AY,IL-62,2025-04-07T05:17:40,2025-04-07T10:35:20,2381,AY2381
STA,GMP,BA,MD-80,2025-04-06T09:12:38,2025-04-06T18:25:16,1873,BA1873
STA,ANQ,MT,CRJ9,2025-04-01T07:21:52,2025-04-01T14:43:44,8217,MT8217
STA,VLC,VS,B737,2025-04-01T02:12:42,2025-04-01T04:25:24,6672,VS6672
STA,LEI,CK,A321,2025-04-06T02:35:10,2025-04-06T05:10:20,2942,CK2942
STA,TDJ,AI,MD-90,2025-04-02T06:31:44,2025-04-02T13:03:28,7856,AI7856
STA,HRG,RW,A380,2025-04-06T04:18:37,2025-04-06T08:37:14,8005,RW8005
STA,AWA,AF,B737,2025-04-04T06:52:30,2025-04-04T13:45:00,7990,AF7990
STA,HDN,SY,A343,2025-04-01T08:44:54,2025-04-01T17:29:48,8148,SY8148
STA,VPZ,EY,747,2025-04-04T07:30:03,2025-04-04T15:00:06,2432,EY2432
HYC,NJF,TK,B735,2025-04-06T04:49:18,2025-04-06T09:38:36,9467,TK9467
HYC,ZLT,EK,B712,2025-04-05T04:28:48,2025-04-05T08:57:36,4513,EK4513
HYC,MII,TZ,A359,2025-04-02T10:47:27,2025-04-02T21:34:54,2606,TZ2606
HYC,HXD,FL,767,2025-04-05T08:21:54,2025-04-05T16:43:48,1876,FL1876
HYC,BOU,9W,DH8,2025-04-07T00:37:55,2025-04-07T01:15:50,9122,9W9122
HYC,MQF,YV,B735,2025-04-05T04:27:07,2025-04-05T08:54:14,4021,YV4021
HYC,DHT,NK,A310,2025-04-07T08:42:55,2025-04-07T17:25:50,9653,NK9653
HYC,DHT,9W,A380,2025-04-04T08:42:55,2025-04-04T17:25:50,3565,9W3565
HYC,CXR,UA,MD-11,2025-04-04T11:41:55,2025-04-04T23:23:50,3207,UA3207
HYC,MST,F9,B748,2025-04-06T00:31:38,2025-04-06T01:03:16,1453,F91453
HYC,YPD,F9,A321,2025-04-07T06:20:39,2025-04-07T12:41:18,3308,F93308
HYC,SLL,LH,MD90,2025-04-06T06:58:18,2025-04-06T13:56:36,5376,LH5376
WTZ,OVR,JL,B734,2025-04-03T11:21:56,2025-04-03T22:43:52,9304,JL9304
WTZ,STW,WW,B789,2025-04-07T18:15:26,2025-04-08T12:30:52,9456,WW9456
WTZ,AIZ,CP,B763,2025-04-07T14:16:02,2025-04-08T04:32:04,5134,CP5134
WTZ,ZLT,YX,A318,2025-04-02T17:35:29,2025-04-03T11:10:58,4855,YX4855
WTZ,WTZ,OO,B763,2025-04-05T00:00:00,2025-04-05T00:00:00,8595,OO8595
WTZ,FUL,AS,DH8,2025-04-07T11:51:38,2025-04-07T23:43:16,8239,AS8239
WTZ,MHT,HA,MD83,2025-04-01T16:21:52,2025-04-02T08:43:44,8224,HA8224
WTZ,MNM,NZ,MD-90,2025-04-04T15:05:02,2025-04-05T06:10:04,2522,NZ2522
WTZ,YZX,US,DC-9,2025-04-04T17:00:12,2025-04-05T10:00:24,3367,US3367
WTZ,YNM,XJ,B712,2025-04-07T16:04:22,2025-04-08T08:08:44,2119,XJ2119
WTZ,MLM,WI,MD83,2025-04-03T12:12:41,2025-04-04T00:25:22,4447,WI4447
WTZ,OWB,XE,757,2025-04-01T14:43:01,2025-04-02T05:26:02,4933,XE4933
RKH,GII,5X,C-99,2025-04-03T08:40:50,2025-04-03T17:21:40,6555,5X6555
RKH,LUN,XP,A321,2025-04-01T14:28:27,2025-04-02T04:56:54,2231,XP2231
RKH,SGZ,KZ,A124,2025-04-07T17:24:41,2025-04-08T10:49:22,6765,KZ6765
RKH,PKV,G4,M90,2025-04-06T08:51:47,2025-04-06T17:43:34,2968,G42968
RKH,LGL,DL,B789,2025-04-04T17:31:25,2025-04-05T11:02:50,1322,DL1322
RKH,BSR,AB,B737,2025-04-01T12:27:41,2025-04-02T00:55:22,1881,AB1881
RKH,DRW,FI,B712,2025-04-06T18:06:48,2025-04-07T12:13:36,8688,FI8688
RKH,BOU,CA,SA-227,2025-04-03T07:43:03,2025-04-03T15:26:06,1850,CA1850
RKH,OWB,LP,B772,2025-04-05T00:42:43,2025-04-05T01:25:26,8054,LP8054
RKH,BMV,bxr,E190,2025-04-03T16:37:23,2025-04-04T09:14:46,2877,bxr2877
RKH,VLC,JL,A318,2025-04-01T07:50:41,2025-04-01T15:41:22,6056,JL6056
RKH,YHB,FX,DC-9,2025-04-07T02:56:48,2025-04-07T05:53:36,2463,FX2463
RKH,GOU,RW,747,2025-04-04T11:09:01,2025-04-04T22:18:02,6459,RW6459
RKH,HRG,CX,B742,2025-04-06T11:41:38,2025-04-06T23:23:16,8773,CX8773
RKH,TOM,EZ,B735,2025-04-05T08:57:23,2025-04-05T17:54:46,7075,EZ7075
LEI,FAA,ER,MD-90,2025-04-01T03:31:14,2025-04-01T07:02:28,4495,ER4495
LEI,OMB,CM,B764,2025-04-05T05:02:34,2025-04-05T10:05:08,3034,CM3034
LEI,PVL,SQ,A319,2025-04-05T07:48:02,2025-04-05T15:36:04,2748,SQ2748
LEI,GII,FL,DH8,2025-04-01T03:18:09,2025-04-01T06:36:18,3044,FL3044
LEI,SFK,AF,B752,2025-04-03T07:10:54,2025-04-03T14:21:48,5674,AF5674
LEI,UVF,AC,B734,2025-04-02T07:10:36,2025-04-02T14:21:12,4194,AC4194
LEI,LVP,JL,IL-96,2025-04-04T06:01:49,2025-04-04T12:03:38,1058,JL1058
LEI,VII,AM,B772,2025-04-05T11:40:37,2025-04-05T23:21:14,1745,AM1745
LEI,RNA,A8,B753,2025-04-01T18:53:40,2025-04-02T13:47:20,1945,A81945
LEI,MYC,TK,CRJ9,2025-04-02T08:06:20,2025-04-02T16:12:40,4153,TK4153
LEI,DWC,NH,B764,2025-04-01T06:19:26,2025-04-01T12:38:52,4361,NH4361
LEI,BOW,FL,B788,2025-04-02T08:18:24,2025-04-02T16:36:48,5280,FL5280
LEI,QLT,SQ,A318,2025-04-02T01:36:24,2025-04-02T03:12:48,6095,SQ6095
LEI,ETM,ER,B777,2025-04-05T04:01:22,2025-04-05T08:02:44,9090,ER9090
LEI,IXS,HX,737,2025-04-04T10:01:32,2025-04-04T20:03:04,7059,HX7059
VTB,OKR,2Q,747,2025-04-07T14:02:08,2025-04-08T04:04:16,5471,2Q5471
VTB,TDG,YX,DC-10,2025-04-03T10:50:59,2025-04-03T21:41:58,6632,YX6632
VTB,BOX,JL,A333,2025-04-07T14:10:47,2025-04-08T04:21:34,1554,JL1554
VTB,FUL,AF,MD83,2025-04-04T10:59:12,2025-04-04T21:58:24,4610,AF4610
VTB,MAN,KR,A359,2025-04-06T02:23:50,2025-04-06T04:47:40,7686,KR7686
VTB,RKH,BBB,MD-88,2025-04-02T09:10:13,2025-04-02T18:20:26,1819,BBB1819
VTB,MUN,WW,PA-31,2025-04-01T10:36:47,2025-04-01T21:13:34,8024,WW8024
VTB,UVF,ER,B752,2025-04-03T10:02:46,2025-04-03T20:05:32,3902,ER3902
VTB,STA,MT,B763,2025-04-04T01:34:08,2025-04-04T03:08:16,3594,MT3594
VTB,IPL,FI,B777,2025-04-01T11:01:57,2025-04-01T22:03:54,6943,FI6943
VTB,BZO,ER,B773,2025-04-05T01:51:46,2025-04-05T03:43:32,2795,ER2795
VTB,GLW,TK,764,2025-04-04T09:13:41,2025-04-04T18:27:22,5898,TK5898
VTB,MHT,MX,A310,2025-04-03T07:48:09,2025-04-03T15:36:18,4901,MX4901
VTB,KCO,YX,PA-31,2025-04-04T01:49:07,2025-04-04T03:38:14,3079,YX3079
VTB,SUY,CI,MD90,2025-04-07T05:21:34,2025-04-07T10:43:08,4158,CI4158
YDB,SOY,KL,727,2025-04-02T06:55:51,2025-04-02T13:51:42,8217,KL8217
YDB,CAB,5Y,DH8,2025-04-07T15:11:34,2025-04-08T06:23:08,2318,5Y2318
YDB,MTN,BF,B777,2025-04-01T05:28:58,2025-04-01T10:57:56,5017,BF5017
YDB,JGN,CZ,DC-8,2025-04-04T08:40:22,2025-04-04T17:20:44,4214,CZ4214
YDB,CXI,EK,B762,2025-04-04T07:42:21,2025-04-04T15:24:42,6481,EK6481
YDB,OUZ,XJ,A380,2025-04-02T10:49:08,2025-04-02T21:38:16,8856,XJ8856
YDB,MTN,EK,MD-11,2025-04-05T05:28:58,2025-04-05T10:57:56,7573,EK7573
YDB,ROP,CZ,DC-9,2025-04-03T08:56:27,2025-04-03T17:52:54,9663,CZ9663
YDB,CDJ,NK,MD11,2025-04-01T12:16:53,2025-04-02T00:33:46,7464,NK7464
YDB,HDG,EY,CRJ7,2025-04-06T08:17:27,2025-04-06T16:34:54,2665,EY2665
YDB,TTL,WI,MD83,2025-04-02T10:49:22,2025-04-02T21:38:44,6082,WI6082
YDB,HXD,5X,A310,2025-04-07T09:01:49,2025-04-07T18:03:38,5946,5X5946
VOK,GOU,BBB,MD-87,2025-04-02T11:46:08,2025-04-02T23:32:16,3060,BBB3060
VOK,ABM,TK,EMB,2025-04-07T15:40:34,2025-04-08T07:21:08,5033,TK5033
VOK,HIW,NZ,DH8,2025-04-01T11:42:02,2025-04-01T23:24:04,6566,NZ6566
VOK,YAM,5X,C-99,2025-04-05T00:36:13,2025-04-05T01:12:26,9045,5X9045
VOK,WNZ,QK,E175,2025-04-06T12:58:41,2025-04-07T01:57:22,8786,QK8786
VOK,STT,MQ,EMB,2025-04-07T04:12:01,2025-04-07T08:24:02,2479,MQ2479
VOK,CFC,BF,B763,2025-04-05T10:01:41,2025-04-05T20:03:22,8646,BF8646
VOK,NPA,SK,A124,2025-04-06T01:44:30,2025-04-06T03:29:00,1516,SK1516
VOK,KLN,PR,A300,2025-04-05T05:09:36,2025-04-05T10:19:12,8870,PR8870
VOK,AOG,AB,MD90,2025-04-03T11:21:35,2025-04-03T22:43:10,4774,AB4774
SNR,BAD,JL,A320,2025-04-02T08:33:02,2025-04-02T17:06:04,1727,JL1727
SNR,ABM,EY,DC-9,2025-04-07T16:48:32,2025-04-08T09:37:04,3233,EY3233
SNR,IQQ,QK,777,2025-04-02T11:31:07,2025-04-02T23:02:14,3018,QK3018
SNR,YKA,AB,A359,2025-04-06T08:39:52,2025-04-06T17:19:44,2516,AB2516
SNR,DED,DL,MD83,2025-04-02T07:50:46,2025-04-02T15:41:32,7471,DL7471
SNR,YNM,RW,767,2025-04-01T06:03:35,2025-04-01T12:07:10,4540,RW4540
SNR,JMK,US,B753,2025-04-07T02:50:04,2025-04-07T05:40:08,3475,US3475
SNR,CAB,LH,B736,2025-04-04T06:52:27,2025-04-04T13:44:54,9361,LH9361
SNR,HYC,AM,E175,2025-04-04T00:33:16,2025-04-04T01:06:32,2902,AM2902
